Disclosure Date,CVE_ID
2023-08-23,cve-2023-38831
2022-06-28,cve-2022-2143
2021-02-09,cve-2021-22652
2015-08-19,CVE-2015-1830
2018-04-25,cve-2018-1335
2017-07-20,CVE-2018-15811
2017-07-20,CVE-2018-15812
2012-10-16,cve-1012-5358
2012-10-16,cve-2012-5357
2021-12-09,CVE-2021-42321
2021-12-09,CVE-2022-23277
2021-12-09,cve-2021-42321
2021-12-09,cve-2022-23277
2021-01-12,CVE-2020-16875
2021-01-12,cve-2020-16875
2020-02-11,cve-2020-0688
2021-03-02,CVE-2021-26855
2021-03-02,CVE-2021-27065
2021-03-02,cve-2021-26855
2022-09-28,CVE-2022-41040
2022-09-28,CVE-2022-41082
2021-04-06,CVE-2021-31207
2021-04-06,CVE-2021-34473
2021-04-06,CVE-2021-34523
2024-04-21,CVE-2023-48788
2024-04-21,cve-2023-48788
2021-02-26,cve-2021-3378
2020-11-04,CVE-2020-27955
2020-11-04,cve-2020-27955
2020-12-15,cve-2020-7200
2010-06-16,CVE-2010-1961
2010-06-16,CVE-2010-1964
2010-06-16,cve-2010-1964
2023-04-24,cve-2023-28128
2024-05-24,CVE-2024-29824
2024-05-24,cve-2024-29824
2023-08-04,CVE-2023-40504
2021-10-01,CVE-2021-42847
2022-06-29,CVE-2022-28219
2022-06-29,cve-2022-28219
2023-04-12,CVE-2023-29084
2023-04-12,cve-2023-29084
2021-09-07,CVE-2021-40539
2021-09-07,cve-2021-40539
2022-04-09,CVE-2022-28810
2022-04-09,cve-2022-28810
2015-12-14,cve-2015-8249
2023-01-10,CVE-2022-47966
2023-01-10,cve-2022-47966
2021-09-16,CVE-2021-44077
2021-09-16,cve-2021-44077
2023-05-31,CVE-2023-34362
2023-05-31,cve-2023-34362
2016-02-04,CVE-2023-38096
2016-02-04,CVE-2023-38098
2024-03-28,cve-2024-3116
2024-06-06,CVE-2024-4577
2024-06-06,cve-2024-4577
2020-05-07,cve-2020-5741
2023-08-09,CVE-2023-32781
2023-05-01,CVE-2023-24955
2023-05-01,CVE-2023-29357
2023-05-01,cve-2023-24955
2023-05-01,cve-2023-29357
2020-10-13,CVE-2020-16952
2020-10-13,cve-2020-16952
2021-05-11,cve-2021-31181
2020-03-02,cve-2020-0646
2025-01-06,CVE-2025-27218
