Affected Vendor(s),CVE_ID,CVSS v3.0
Schneider Electric,CVE-2014-9200,7.5
Persistent Systems,CVE-2015-1498,9.0
Persistent Systems,CVE-2015-1497,10.0
Motorola,CVE-2015-1496,7.2
Motorola,CVE-2015-1496,7.2
Motorola,CVE-2015-1496,7.2
Motorola,CVE-2015-1495,7.5
Motorola,CVE-2015-1495,7.5
Microsoft,CVE-2014-6354,6.8
"VMware, Inc.",CVE-2015-1044,5.0
Microsoft,CVE-2015-0058,6.9
Microsoft,CVE-2015-0053,6.8
Microsoft,CVE-2015-0046,2.6
Microsoft,CVE-2015-0045,6.8
Microsoft,CVE-2015-0044,6.8
Microsoft,CVE-2015-0043,6.8
Microsoft,CVE-2015-0042,5.1
Microsoft,CVE-2015-0041,6.8
Microsoft,CVE-2015-0040,6.8
Microsoft,CVE-2015-0038,6.8
Microsoft,CVE-2015-0037,6.8
Microsoft,CVE-2015-0036,6.8
Microsoft,CVE-2015-0035,5.1
Microsoft,CVE-2015-0035,5.1
Microsoft,CVE-2015-0031,5.0
Microsoft,CVE-2015-0027,6.8
Microsoft,CVE-2015-0025,6.8
Microsoft,CVE-2015-0017,6.8
Microsoft,CVE-2015-0003,6.2
Apple,CVE-2014-4484,6.8
Apple,CVE-2014-8840,7.5
Apple,CVE-2014-4477,6.8
Attachmate,CVE-2014-5211,7.5
Adobe,CVE-2015-0307,6.8
ManageEngine,CVE-2014-5005,10.0
Schneider Electric,CVE-2014-9188,7.5
Schneider Electric,CVE-2014-8512,7.5
Schneider Electric,CVE-2014-8511,7.5
Schneider Electric,CVE-2014-8514,7.5
Schneider Electric,CVE-2014-8513,7.5
Google,CVE-2016-10403,4.3
Bitdefender,,6.8
Bitdefender,,6.8
Bitdefender,,6.8
ARRIS,,10.0
ARRIS,,10.0
ARRIS,,10.0
ARRIS,,10.0
ARRIS,,9.0
ARRIS,,9.0
ARRIS,,9.0
Microsoft,CVE-2016-7202,6.8
Apple,CVE-2016-7603,6.9
Apple,"CVE-2016-7714, CVE-2016-7625",4.9
Apple,CVE-2016-7620,4.9
Apple,CVE-2016-7624,4.9
Adobe,CVE-2016-4263,6.8
Check Point,,6.9
ThinPrint,CVE-2016-7081,6.2
Avast,,7.2
Microsoft,,7.5
Apple,CVE-2016-7630,4.4
Adobe,CVE-2016-7878,6.8
Microsoft,CVE-2016-7297,5.0
Microsoft,CVE-2016-3375,4.3
Microsoft,CVE-2016-3375,2.6
BitTorrent,,7.5
Mozilla,CVE-2016-2837,6.8
Fatek Automation,CVE-2016-8377,6.5
Sophos,,6.5
Avira,,6.9
Autodesk,,6.8
Autodesk,,6.8
Autodesk,,6.8
Autodesk,,6.8
Autodesk,,6.8
Autodesk,,5.1
Delta Industrial Automation,CVE-2016-5802,7.5
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,7.5
Delta Industrial Automation,CVE-2016-5802,7.5
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,5.1
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5802,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5805,6.8
Delta Industrial Automation,CVE-2016-5802,6.8
Delta Industrial Automation,CVE-2016-5802,6.8
Microsoft,CVE-2016-7272,6.8
Apple,CVE-2016-7617,6.9
Apple,CVE-2016-7602,6.9
Apple,CVE-2016-7609,6.9
Apple,CVE-2016-7582,6.9
Apple,CVE-2016-4638,4.4
Apple,CVE-2016-4638,4.4
Apple,CVE-2016-4640,4.4
Apple,CVE-2016-1818,7.2
Adobe,CVE-2016-7888,4.3
Fatek Automation,CVE-2016-5796,7.5
Fatek Automation,CVE-2016-5798,7.5
Apple,CVE-2016-7616,6.9
Apple,CVE-2016-7611,6.8
Apple,CVE-2016-7610,6.8
Advantech,CVE-2016-9351,8.5
Advantech,CVE-2016-9353,7.2
Advantech,CVE-2016-9349,7.8
Adobe,CVE-2016-7871,6.8
Adobe,CVE-2016-7872,6.8
Adobe,CVE-2016-7868,6.8
Adobe,CVE-2016-7869,6.8
Adobe,CVE-2016-7870,6.8
Adobe,CVE-2016-7867,6.8
Adobe,CVE-2016-7875,6.8
Adobe,CVE-2016-7878,6.8
Adobe,CVE-2016-7879,6.8
Attachmate,CVE-2016-5765,5.0
Dell,,10.0
Hewlett Packard Enterprise,CVE-2016-8511,7.5
Moxa,CVE-2016-8360,7.6
Foxit,,4.3
Foxit,,6.8
Foxit,,4.3
Foxit,,4.3
Foxit,,6.8
Apple,CVE-2016-4709,4.4
Apple,CVE-2016-4710,4.4
CA,CVE-2016-9164,5.0
CA,CVE-2016-9165,5.0
CA,CVE-2016-5803,7.8
IBHsoftec,CVE-2016-8364,9.3
Adobe,CVE-2016-7862,6.8
Adobe,CVE-2016-7859,6.8
Adobe,CVE-2016-7860,6.8
Adobe,CVE-2016-7861,6.8
Adobe,CVE-2016-7863,6.8
Adobe,CVE-2016-7865,6.8
Adobe,CVE-2016-7864,6.8
Adobe,CVE-2016-7857,6.8
Adobe,CVE-2016-7858,6.8
Microsoft,CVE-2016-7246,6.9
Microsoft,CVE-2016-7202,6.8
Microsoft,CVE-2016-7215,7.2
Adobe,CVE-2016-6938,6.8
Apple,CVE-2016-4677,6.8
Apple,CVE-2016-4678,6.9
Hewlett Packard Enterprise,CVE-2016-4396,10.0
Hewlett Packard Enterprise,CVE-2016-4395,10.0
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,4.3
Foxit,,4.3
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,4.3
Foxit,,6.8
Adobe,CVE-2016-6937,4.3
Adobe,CVE-2016-7854,4.3
Oracle,CVE-2016-5535,7.5
Oracle,CVE-2016-5568,6.8
Novell,CVE-2016-1000031,7.5
Adobe,CVE-2016-6987,6.8
Adobe,CVE-2016-6986,5.1
Adobe,CVE-2016-6975,6.8
Adobe,CVE-2016-6972,6.8
Adobe,CVE-2016-6941,4.3
Adobe,CVE-2016-6940,4.3
Adobe,CVE-2016-6969,6.8
Adobe,CVE-2016-6973,6.8
Adobe,CVE-2016-6971,6.8
Adobe,CVE-2016-6953,6.8
Adobe,CVE-2016-6952,6.8
Adobe,CVE-2016-6951,6.8
Adobe,CVE-2016-6950,4.3
Adobe,CVE-2016-6988,6.8
Adobe,CVE-2016-6947,6.8
Adobe,CVE-2016-6946,6.8
Adobe,CVE-2016-6942,6.8
Adobe,CVE-2016-6968,6.8
Adobe,CVE-2016-6967,6.8
Adobe,CVE-2016-6966,6.8
Adobe,CVE-2016-6965,6.8
Adobe,CVE-2016-6964,6.8
Adobe,CVE-2016-6963,6.8
Adobe,CVE-2016-6962,6.8
Adobe,CVE-2016-6961,6.8
Adobe,CVE-2016-6979,6.8
Adobe,CVE-2016-6977,6.8
Adobe,CVE-2016-6976,6.8
Adobe,CVE-2016-6974,6.8
Adobe,CVE-2016-6960,6.8
Adobe,CVE-2016-6959,6.8
Adobe,CVE-2016-6978,6.8
Adobe,CVE-2016-6945,6.8
Adobe,CVE-2016-6944,6.8
Microsoft,CVE-2016-3386,7.5
Microsoft,CVE-2016-3384,5.1
Microsoft,CVE-2016-3383,6.8
Microsoft,CVE-2016-3382,6.8
VMware,CVE-2016-7087,5.8
Trend Micro,,6.9
Trend Micro,,6.9
Adobe,CVE-2016-6980,4.3
Apple,CVE-2016-4768,6.8
Google,,6.8
Fatek Automation,,6.8
Google,,6.8
Hewlett Packard Enterprise,CVE-2016-4385,7.5
Apple,CVE-2016-4727,6.9
Apple,CVE-2016-4697,6.9
Apple,CVE-2016-4700,6.9
Apple,CVE-2016-4699,6.9
Rockwell Automation,CVE-2016-5814,6.8
AlienVault,,10.0
Adobe,CVE-2016-4276,5.1
Adobe,CVE-2016-4279,6.8
Microsoft,CVE-2016-3377,6.8
Microsoft,CVE-2016-3247,2.6
Microsoft,CVE-2016-3376,4.3
Microsoft,CVE-2016-3295,6.8
Microsoft,CVE-2016-3292,6.9
Microsoft,CVE-2016-3294,6.8
Microsoft,CVE-2016-3365,6.8
Microsoft,CVE-2016-3354,4.9
Microsoft,CVE-2016-3353,6.8
AlienVault,,10.0
AlienVault,,7.5
Bitdefender,,6.6
Bitdefender,,6.9
Google,CVE-2016-5161,4.3
Joyent,,4.7
Joyent,,6.9
Joyent,,4.7
Apple,CVE-2016-1820,6.9
Apple,CVE-2016-4648,6.9
Apple,CVE-2016-1808,6.9
Apple,CVE-2016-4650,6.9
Adobe,CVE-2016-4270,4.3
Adobe,CVE-2016-4268,4.3
Adobe,CVE-2016-4269,4.3
Adobe,CVE-2016-4267,4.3
Adobe,CVE-2016-4266,4.3
Adobe,CVE-2016-4265,4.3
AVG,,6.9
Apple,CVE-2016-4622,7.5
Apple,CVE-2016-4622,7.5
AVG,,6.6
AVG,,6.8
Samsung,,10.0
Samsung,,10.0
Samsung,,8.5
ABB,,6.8
Siemens,CVE-2016-6486,7.2
PCRE,CVE-2016-3191,5.1
Foxit,,4.3
Foxit,,6.8
Foxit,,4.3
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Joyent,,6.9
Joyent,,4.7
Joyent,,6.9
Moxa,CVE-2016-5792,9.3
Trend Micro,,4.3
Trend Micro,,4.0
Trend Micro,,4.0
Trend Micro,,4.0
Trend Micro,,4.0
Trend Micro,,4.0
Trend Micro,,6.5
Trend Micro,,6.5
Microsoft,CVE-2016-3289,6.8
Microsoft,CVE-2016-3308,6.9
Microsoft,CVE-2016-3326,4.3
Microsoft,CVE-2016-3318,6.8
Microsoft,CVE-2016-3322,6.8
Microsoft,CVE-2016-3309,6.9
Oracle,CVE-2016-3587,6.8
Oracle,CVE-2016-3606,6.8
Oracle,CVE-2016-3598,6.8
Oracle,CVE-2016-3610,6.8
Oracle,CVE-2016-3499,7.5
Oracle,CVE-2016-3510,7.5
Oracle,CVE-2016-3607,7.5
Oracle,CVE-2016-3586,7.5
Schneider Electric,CVE-2016-4529,7.5
Apple,CVE-2016-4646,4.3
Apple,CVE-2016-4647,6.9
Apple,CVE-2016-4647,6.9
Apple,CVE-2016-4653,6.9
Apple,CVE-2016-4640,4.4
Apple,CVE-2016-4633,6.9
Apple,CVE-2016-4641,4.4
Apple,CVE-2016-4652,3.3
Apple,CVE-2016-4639,4.4
Foxit,,4.3
Advantech,CVE-2016-5810,6.8
Adobe,CVE-2016-4224,6.8
Adobe,CVE-2016-4225,6.8
Adobe,CVE-2016-4174,6.8
Adobe,CVE-2016-4222,6.8
Adobe,CVE-2016-4223,6.8
Adobe,CVE-2016-4191,4.3
Adobe,CVE-2016-4198,6.8
Adobe,CVE-2016-4251,4.3
Adobe,CVE-2016-4255,6.8
Adobe,CVE-2016-4200,6.8
Adobe,CVE-2016-4195,6.8
Adobe,CVE-2016-4199,6.8
Adobe,CVE-2016-4196,6.8
Adobe,CVE-2016-4197,6.8
Adobe,CVE-2016-4202,6.8
Microsoft,CVE-2016-3271,5.0
Microsoft,CVE-2016-3264,6.8
Microsoft,CVE-2016-3246,5.1
Microsoft,CVE-2016-3242,6.8
Microsoft,CVE-2016-3241,6.8
Eaton,CVE-2016-4509,6.8
Eaton,CVE-2016-4512,7.5
Novell,CVE-2016-1605,6.8
Trihedral Engineering Ltd,CVE-2016-4523,7.5
Trihedral Engineering Ltd,CVE-2016-4510,5.0
Trihedral Engineering Ltd,CVE-2016-4532,5.0
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,4.3
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,4.3
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
WECON,,7.2
Oracle,CVE-2016-3443,6.8
Unitronics,CVE-2016-4519,6.8
SolarWinds,,10.0
Trend Micro,CVE-2016-5840,9.0
Microsoft,CVE-2016-3231,6.9
Microsoft,CVE-2016-3222,6.8
Microsoft,CVE-2016-3215,4.3
Microsoft,CVE-2016-3203,4.3
Microsoft,CVE-2016-3199,6.8
Microsoft,CVE-2016-3199,6.8
Microsoft,CVE-2016-3211,6.9
Microsoft,CVE-2016-0200,6.8
Hewlett Packard Enterprise,CVE-2016-4360,8.5
Hewlett Packard Enterprise,CVE-2016-4359,7.5
Eclipse,CVE-2016-4800,7.5
Apple,CVE-2016-1796,6.8
Apple,CVE-2016-1797,4.6
Adobe,CVE-2016-1094,6.8
Apple,CVE-2016-1804,4.4
Apache,CVE-2016-3088,7.5
Apache,CVE-2016-3088,7.5
Microsoft,CVE-2016-0186,6.8
ActivePDF,,6.8
BitTorrent,,6.8
Apple,CVE-2016-1859,6.8
Trend Micro,,7.5
Trend Micro,,7.5
Trend Micro,,7.5
Trend Micro,,9.0
Apple,CVE-2016-1820,6.9
Apple,CVE-2016-1806,7.2
Apple,CVE-2016-1815,6.9
Apple,CVE-2016-1826,6.9
Apple,CVE-2016-1857,6.8
Apple,CVE-2016-1856,6.8
Apple,CVE-2016-1854,6.8
Apple,CVE-2016-1817,6.9
Apple,CVE-2016-1803,6.9
Microsoft,CVE-2016-0186,6.8
Panasonic,CVE-2016-4496,4.4
Panasonic,CVE-2016-4496,4.4
Panasonic,CVE-2016-4496,4.4
Panasonic,CVE-2016-4497,4.4
Panasonic,CVE-2016-4496,4.4
Panasonic,CVE-2016-4498,4.4
Panasonic,CVE-2016-4499,6.8
Panasonic,CVE-2016-4499,6.8
Adobe,CVE-2016-1095,4.3
Adobe,CVE-2016-1094,6.8
Adobe,CVE-2016-1080,4.3
Adobe,CVE-2016-1079,4.3
Adobe,CVE-2016-1078,4.3
Adobe,CVE-2016-1076,4.3
Adobe,CVE-2016-1075,6.8
Adobe,CVE-2016-1074,6.8
Adobe,CVE-2016-1073,6.8
Adobe,CVE-2016-1072,4.3
Adobe,CVE-2016-1071,4.3
Adobe,CVE-2016-1070,6.8
Adobe,CVE-2016-1069,6.8
Adobe,CVE-2016-1068,6.8
Adobe,CVE-2016-1067,6.8
Apple,CVE-2016-1766,10.0
Adobe,CVE-2016-1066,6.8
Adobe,CVE-2016-1065,6.8
Adobe,CVE-2016-1063,6.8
Adobe,CVE-2016-1062,6.8
Adobe,CVE-2016-1061,6.8
Adobe,CVE-2016-1060,6.8
Adobe,CVE-2016-1059,6.8
Adobe,CVE-2016-1058,6.8
Adobe,CVE-2016-1057,6.8
Adobe,CVE-2016-1056,6.8
Adobe,CVE-2016-1055,6.8
Adobe,CVE-2016-1054,6.8
Adobe,CVE-2016-1053,6.8
Adobe,CVE-2016-1052,6.8
Adobe,CVE-2016-1051,6.8
Adobe,CVE-2016-1050,6.8
Adobe,CVE-2016-1049,6.8
Adobe,CVE-2016-1048,6.8
Adobe,CVE-2016-1047,6.8
Adobe,CVE-2016-1046,6.8
Adobe,CVE-2016-1045,6.8
Adobe,CVE-2016-1038,6.8
Adobe,CVE-2016-1044,6.8
Adobe,CVE-2016-1039,6.8
Adobe,CVE-2016-1040,6.8
Adobe,CVE-2016-1041,6.8
Adobe,CVE-2016-1042,6.8
Adobe,CVE-2016-1043,6.8
Adobe,CVE-2016-1117,6.8
Microsoft,CVE-2016-0176,6.9
Microsoft,CVE-2016-0193,6.8
Microsoft,CVE-2016-0191,6.8
Microsoft,CVE-2016-0175,6.9
Microsoft,CVE-2016-0174,4.9
Microsoft,CVE-2016-0173,6.6
Microsoft,CVE-2016-0196,6.9
Microsoft,CVE-2016-0185,6.8
Microsoft,CVE-2016-0192,5.1
Microsoft,CVE-2016-0194,4.7
Joyent,,3.8
Adobe,CVE-2016-1111,6.8
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
SolarWinds,CVE-2016-4350,10.0
Trend Micro,CVE-2016-4351,7.5
Hewlett Packard Enterprise,CVE-2016-2007,10.0
Hewlett Packard Enterprise,CVE-2016-2006,10.0
Hewlett Packard Enterprise,CVE-2016-2005,10.0
Hewlett Packard Enterprise,CVE-2016-2002,10.0
Google,CVE-2016-1651,4.3
Apple,,6.8
Apple,,6.8
Ecava,CVE-2016-2299,7.5
Ecava,CVE-2016-2299,7.5
Ecava,CVE-2016-2299,7.5
Ecava,CVE-2016-2299,7.5
Ecava,CVE-2016-2299,7.5
Adobe,CVE-2016-1034,6.8
Microsoft,CVE-2016-0148,7.5
Microsoft,CVE-2016-0158,7.5
Microsoft,CVE-2016-0157,6.8
Microsoft,CVE-2016-0159,6.8
Microsoft,CVE-2016-0166,6.8
Microsoft,CVE-2015-6065,6.8
Adobe,CVE-2016-1018,6.8
Adobe,CVE-2016-1015,6.8
Adobe,CVE-2016-1016,6.8
Adobe,CVE-2016-1017,6.8
Google,CVE-2016-1649,6.8
HID,,10.0
Foxit,,6.8
Foxit,CVE-2016-4059,6.8
Foxit,CVE-2016-4063,6.8
Foxit,CVE-2016-4063,6.8
Foxit,CVE-2016-4065,4.3
Foxit,CVE-2016-4065,4.3
Foxit,CVE-2016-4065,4.3
Foxit,CVE-2016-4064,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
IBM,CVE-2016-0226,6.8
IBM,CVE-2016-0226,6.8
IBM,CVE-2016-0226,6.8
Apple,CVE-2016-1753,6.9
Apple,CVE-2016-1749,6.9
Apple,CVE-2016-1747,6.9
Apple,CVE-2016-1775,6.8
Apple,CVE-2016-1761,6.8
Apple,CVE-2016-1746,6.9
Apple,CVE-2016-1740,6.8
Apple,CVE-2016-1778,6.8
Mozilla,CVE-2016-1961,6.8
Mozilla,CVE-2016-1960,6.8
Google,CVE-2016-1645,6.8
Microsoft,CVE-2016-0095,7.2
Microsoft,,6.4
Adobe,CVE-2016-0994,6.8
Adobe,CVE-2016-0996,6.8
Adobe,CVE-2016-1005,6.8
Adobe,CVE-2016-1009,6.8
Adobe,CVE-2016-1008,7.5
Adobe,CVE-2016-1007,6.8
Microsoft,CVE-2016-0112,4.3
Microsoft,CVE-2016-0114,6.8
Microsoft,CVE-2016-0113,6.8
Microsoft,CVE-2016-0112,6.8
Microsoft,CVE-2016-0109,5.1
Microsoft,CVE-2016-0107,6.8
Microsoft,CVE-2016-0091,6.8
Microsoft,CVE-2016-0092,6.8
Microsoft,CVE-2016-0106,4.3
Microsoft,CVE-2016-0106,4.3
Microsoft,CVE-2016-0123,6.8
Microsoft,CVE-2016-0118,5.1
SAP,CVE-2016-2536,6.8
SAP,CVE-2016-2536,6.8
SAP,CVE-2016-2536,6.8
SAP,CVE-2016-2536,6.8
Google,CVE-2016-1628,6.8
Google,CVE-2016-1626,6.8
Joyent,,6.9
Joyent,,6.9
Joyent,,6.9
Novell,CVE-2015-5970,5.0
Microsoft,CVE-2016-0063,6.8
Microsoft,CVE-2016-0060,5.1
SonicWALL,CVE-2016-2396,9.0
SonicWALL,CVE-2016-2397,10.0
Microsoft,CVE-2016-0061,6.8
Adobe,CVE-2016-0973,6.8
Adobe,CVE-2016-0975,6.8
Microsoft,CVE-2016-0060,6.8
Microsoft,CVE-2016-0062,6.8
Microsoft,CVE-2016-0072,6.8
Microsoft,CVE-2016-0046,6.8
Advantech,,6.8
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,,9.3
Advantech,CVE-2016-0854,10.0
Advantech,CVE-2016-0854,10.0
Advantech,CVE-2016-0854,10.0
Advantech,CVE-2016-0855,7.8
Advantech,CVE-2016-0855,7.8
Advantech,CVE-2016-0855,7.8
Advantech,CVE-2016-0855,7.8
Advantech,CVE-2016-0855,7.8
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0858,9.3
Advantech,CVE-2016-0859,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0860,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0857,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0860,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0851,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Advantech,CVE-2016-0856,9.3
Oracle,CVE-2016-0491,9.0
Oracle,CVE-2016-0485,7.8
Oracle,CVE-2016-0476,7.8
Oracle,CVE-2016-0481,7.8
Oracle,CVE-2016-0480,7.8
Oracle,CVE-2016-0492,7.5
Oracle,CVE-2016-0477,7.8
Oracle,CVE-2016-0486,7.8
Oracle,CVE-2016-0490,10.0
Oracle,CVE-2016-0489,9.0
Oracle,CVE-2016-0482,7.8
Oracle,CVE-2016-0478,7.8
Oracle,CVE-2016-0488,7.5
Oracle,CVE-2016-0484,7.8
Oracle,CVE-2016-0487,7.5
Oracle,CVE-2016-0483,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Foxit,,6.8
Oracle,CVE-2016-0452,10.0
Oracle,CVE-2016-0451,10.0
Oracle,CVE-2016-0450,5.0
Apple,CVE-2016-1718,6.9
Microsoft,CVE-2016-0003,4.3
Microsoft,CVE-2016-0020,4.4
Adobe,CVE-2016-0935,6.8
Adobe,CVE-2016-0934,6.8
Adobe,CVE-2016-0939,6.8
Adobe,CVE-2016-0936,6.8
Adobe,CVE-2016-0938,6.8
Adobe,CVE-2016-0943,6.8
Adobe,CVE-2016-0937,6.8
Adobe,CVE-2016-0941,6.8
Adobe,CVE-2016-0931,6.8
Adobe,CVE-2016-0932,6.8
McAfee,CVE-2016-1715,6.6
Proface,,6.8
Proface,,4.3
Proface,,4.3
Proface,,6.8
Apple,CVE-2015-7092,7.5
Unitronics,CVE-2015-7939,9.3
Huawei,CVE-2017-15316,6.9
Microsoft,CVE-2017-11889,6.8
Microsoft,CVE-2017-11837,6.8
Microsoft,CVE-2017-11835,2.6
Adobe,CVE-2017-11308,6.8
Adobe,CVE-2017-11240,2.6
Adobe,CVE-2017-11307,2.6
Microsoft,CVE-2017-11835,2.6
Symantec,CVE-2017-15532,4.0
QNAP,CVE-2017-17032,10.0
QNAP,CVE-2017-17033,10.0
QNAP,CVE-2017-17031,10.0
QNAP,CVE-2017-17030,10.0
QNAP,CVE-2017-17029,10.0
QNAP,CVE-2017-17028,10.0
QNAP,CVE-2017-17027,10.0
Wecon,CVE-2017-16717,6.8
Ecava,CVE-2017-16735,5.0
Ecava,CVE-2017-16733,5.0
Adobe,CVE-2017-11213,6.8
Adobe,CVE-2017-3114,6.8
Adobe,CVE-2017-3112,6.8
Quest,CVE-2017-17659,7.5
Quest,CVE-2017-17658,7.5
Quest,CVE-2017-17657,7.5
Quest,CVE-2017-17656,7.5
Quest,CVE-2017-17655,7.5
Quest,CVE-2017-17654,7.5
Quest,CVE-2017-17653,10.0
Quest,CVE-2017-17652,7.5
Quest,CVE-2017-17425,7.5
Quest,CVE-2017-17421,7.5
Quest,CVE-2017-17420,7.5
Quest,CVE-2017-17419,7.5
Quest,CVE-2017-17418,7.5
Quest,CVE-2017-17417,7.5
Quest,CVE-2017-17416,7.5
Quest,CVE-2017-17415,7.5
Quest,CVE-2017-17414,7.5
Quest,CVE-2017-17413,7.5
Quest,CVE-2017-17424,7.5
Quest,CVE-2017-17423,7.5
Quest,CVE-2017-17422,7.5
Quest,CVE-2017-17412,7.5
Linksys,CVE-2017-17411,10.0
Trend Micro,CVE-2017-14082,6.4
NetGain Systems,CVE-2017-16606,9.0
NetGain Systems,CVE-2017-16605,7.5
NetGain Systems,CVE-2017-16604,7.5
NetGain Systems,CVE-2017-16603,9.0
NetGain Systems,CVE-2017-16602,9.0
NetGain Systems,CVE-2017-16601,7.5
NetGain Systems,CVE-2017-16600,7.5
